	T5161	T54	T55	T64	T65	T74	T75	T84	T85
K00376	-0.07634223556832	-0.010393999359063	-0.0456415795914861	-0.213047879754673	-0.102272854499592	-0.0611941487973556	-0.0509576122537845	-0.0828289948078074	0.00963880029156334
K00380	-0.0755901465856823	-0.0272518452004698	-0.0430090163090543	-0.213951936118245	0.0891086158529885	-0.0586511084084707	-0.0493207105313144	-0.0318540965007427	0.0100407976408118
K00381	-0.144087500065559	0.143393351566036	-0.00399254638683159	0.352668739325401	-0.00819980081559829	0.143230249581512	0.00615334613741584	-0.00133017463338609	-0.00350124124387721
K00382	-0.0769032810315654	0.606542046992442	-0.0756592387354937	0.789124293113254	0.700078103441469	-0.134322925021099	0.0545983959195002	-0.0771408507652853	0.220479799664195
K00383	-4.2195488635708	0.14408750006556	-0.14408750006556	-0.288175000131119	-0.14408750006556	-0.288175000131119	0	0	-0.14408750006556
K00384	-0.198875182106888	-0.583141321400373	-0.461528690640985	-0.734509250442607	-0.471324707036974	-0.01737299210309	-0.696555263120995	-0.167999718777723	-0.255983573884953
K00385	-0.548061373250634	-0.492912233981896	-0.0830860676051738	-0.566247448785592	-1.293798408042	-1.36178165512795	-0.4591674983703	-0.453273871528209	-0.168817288586925
K00390	-0.0770190307178815	-0.0139446052091501	-0.043320275380356	-0.216289263984928	-0.101680778522429	-0.0605542183479199	-0.0533348986480892	-0.0818209802716174	0.00916130633899086
K00394	-0.326181955241942	-0.662897486343821	-0.443241550284609	-2.19782071950659	-0.449682186788267	-0.472871853052082	-0.441725211848079	-0.486777836347294	0.0311907552443842
K00395	-0.34541344210491	-0.659973237309505	-0.216452227247135	-2.35355359382141	-0.454921034503767	-0.475014720800611	-0.533513731674379	-0.339386374305766	-0.0178580263204757
K00404	-0.0368817849726825	0.63762000635927	-0.151186748723082	0.997938567187121	0.650454915362683	-0.44766716183549	0.0780479612770109	0.171225198721502	1.71772221335828
K00405	-0.0269810085645449	1.47663865254607	-0.125863447119951	0.462854862006328	0.637242340901828	-1.02136009521439	0.0999577885046286	0.264427607368092	0.918988774144968
K00406	-0.077536519890034	-0.0137878655378898	-0.0423375769405477	-0.217287596552063	-0.102653404149995	-0.060437122956231	-0.053251609674789	-0.083026376707076	0.00817532557772567
K00411	-0.145396534525616	0.599989837307905	0.138124923553962	0.334927881025885	0.626226541298306	-0.354895716815467	0.486537943274468	0.357469250014661	0.0227956023412927
